"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2","d"
"898",898,"E31238010000000000000052080320628","1800","19.11.2003",7232201,50.083197,6.296794,98,70,723201201,54687,"Arzfeld",1800,"2003-11-19",2593715,348,2594,121104,0.121,21.417,5
"899",899,"E31238010000000000000052080320629","1800","29.7.2004",7232201,50.083609,6.290965,114,70,723201201,54687,"Arzfeld",1800,"2004-07-29",2723350,519,2723,269361,0.269,10.11,7
"900",900,"E31238010000000000000052582251969","2400","5.9.2017",7231006,49.776099,6.968023,1406,1168,NA,NA,NA,NA,NA,NA,867,NA,751689,0.752,NA,1
"901",901,"E31238010000000000000052924301500","1500","11.12.2003",7135028,50.252757,7.190358,85,77,713502028,56761,"Eulgem",1500,"2003-12-11",2150681,424,2151,179776,0.18,11.963,6
"902",902,"E31238010000000000000052924311378","1500","11.12.2003",7135028,50.250264,7.187926,85,77,713502028,56761,"Eulgem",1500,"2003-12-11",2150681,424,2151,179776,0.18,11.963,6
"903",903,"E31238010000000000000052924318045","1500","15.12.2003",7135028,50.255001,7.185393,85,77,713502028,56761,"Eulgem",1500,"2003-12-15",2150681,258,2151,66564,0.067,32.31,3
"904",904,"E31238010000000000000052924318046","1500","10.12.2003",7135028,50.252795,7.182254,85,77,713502028,56761,"Eulgem",1500,"2003-12-10",2150681,274,2151,75076,0.075,28.647,4
"905",905,"E31238010000000000000053249301550","1000","12.11.2003",7233232,50.340169,6.441389,70,58,723306232,54597,"Ormont",1000,"2003-11-12",1028982,238,1029,56644,0.057,18.166,4
"906",906,"E31238010000000000000053249318044","1000","12.11.2003",7233232,50.343302,6.439071,70,58,723306232,54597,"Ormont",1000,"2003-11-12",1028982,370,1029,136900,0.137,7.516,6
"907",907,"E31238010000000000000053360424873","1500","14.1.2004",7232223,50.214449,6.515061,85,70,723206223,54597,"Fleringen",1500,"2003-12-18",2270519,273,2271,74529,0.075,30.465,4
"908",908,"E31238010000000000000053361901087","1500","29.12.2003",7232288,50.281344,6.480823,100,77,723206288,54597,"Olzheim",1500,"2003-12-28",2089737,380,2090,144400,0.144,14.472,5
"909",909,"E31238010000000000000054522000390","1800","13.3.2004",7232128,50.050387,6.322693,85,70,723205128,54673,"Uppershausen",1800,"2004-03-13",3057470,3637,3057,13227769,13.228,0.231,52
"910",910,"E31238010000000000000054956500775","2000","16.3.2004",7232071,50.058522,6.621197,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-16",2818963,524,2819,274576,0.275,10.267,7
"911",911,"E31238010000000000000054956524869","2000","28.3.2004",7232071,50.061233,6.616678,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-28",2818963,432,2819,186624,0.187,15.105,5
"912",912,"E31238010000000000000054956524870","2000","12.3.2004",7232071,50.055908,6.617306,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-12",2818963,524,2819,274576,0.275,10.267,7
"913",913,"E31238010000000000000054956524871","2000","12.3.2004",7232071,50.064169,6.617497,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-12",2818963,432,2819,186624,0.187,15.105,5
"914",914,"E31238010000000000000055084501543","1800","23.12.2003",7232305,50.218767,6.519803,86,70,723206226,54595,"Weinsheim",1800,"2003-12-23",2718529,257,2719,66049,0.066,41.159,4
"915",915,"E31238010000000000000055084518903","1800","30.3.2004",7232223,50.218234,6.516267,86,70,723206226,54595,"Weinsheim",1800,"2004-03-30",2722145,336,2722,112896,0.113,24.112,5
"916",916,"E31238010000000000000055084518905","2300","27.7.2012",7232223,50.217692,6.508723,84,82,723206226,54595,"Weinsheim",2300,"2012-07-27",3910350,504,3910,254016,0.254,15.394,6
"917",917,"E31238010000000000000055549227987","1500","11.5.2005",7232302,50.318722,6.412223,85,77,723206302,54597,"Roth",1500,"2005-05-11",2385455,329,2385,108241,0.108,22.038,4
"918",918,"E31238010000000000000055549250890","1500","11.5.2005",7232302,50.320529,6.417279,85,77,723206302,54597,"Roth",1500,"2005-05-11",2385455,348,2385,121104,0.121,19.698,5
"919",919,"E31238010000000000000055549250891","1500","26.5.2005",7232302,50.321589,6.397124,85,77,723206302,54597,"Roth",1500,"2005-05-26",2385455,339,2385,114921,0.115,20.757,4
"920",920,"E31238010000000000000055549250892","1500","1.6.2005",7232302,50.320783,6.393495,85,77,723206302,54597,"Roth",1500,"2005-06-01",2385455,352,2385,123904,0.124,19.252,5
"921",921,"E31238010000000000000055549250893","1500","2.6.2005",7233232,50.33411,6.463257,65,79,723206302,54597,"Roth",1500,"2005-06-02",1968466,219,1968,47961,0.048,41.043,3
"922",922,"E31238010000000000000055549250894","1500","2.6.2005",7232302,50.320319,6.389756,85,77,723206302,54597,"Roth",1500,"2005-06-02",2385455,352,2385,123904,0.124,19.252,5
"923",923,"E31238010000000000000055549250895","1500","9.6.2005",7232302,50.321655,6.382592,85,77,723206302,54597,"Roth",1500,"2005-06-09",2385455,339,2385,114921,0.115,20.757,4
"924",924,"E31238010000000000000055549250896","1500","11.6.2005",7233232,50.336675,6.466976,65,70,723206302,54597,"Roth",1500,"2005-06-11",1968466,271,1968,73441,0.073,26.803,4
"925",925,"E31238010000000000000055549250897","1500","16.6.2005",7233232,50.338326,6.465573,65,70,723206302,54597,"Roth",1500,"2005-06-16",1968466,271,1968,73441,0.073,26.803,4
"926",926,"E31238010000000000000055549250898","1500","23.6.2005",7233232,50.339966,6.462373,65,70,723206302,54597,"Roth",1500,"2005-06-23",1968466,291,1968,84681,0.085,23.246,4
"927",927,"E31238010000000000000055549250899","1500","23.6.2005",7233232,50.340322,6.46548,65,70,723206302,54597,"Roth",1500,"2005-06-23",1968466,288,1968,82944,0.083,23.732,4
"928",928,"E31238010000000000000055549250900","1500","28.6.2005",7233232,50.336228,6.464064,65,70,723206302,54597,"Roth",1500,"2005-06-28",1968466,276,1968,76176,0.076,25.841,4
"929",929,"E31238010000000000000055549250901","1500","29.6.2005",7233232,50.342373,6.467341,65,70,723206302,54597,"Roth",1500,"2005-06-29",1968466,273,1968,74529,0.075,26.412,4
"930",930,"E31238010000000000000055549250903","1500","30.6.2005",7233232,50.338493,6.468679,65,70,723206302,54597,"Roth",1500,"2005-06-30",1968466,288,1968,82944,0.083,23.732,4
"931",931,"E31238010000000000000055549250904","1500","6.7.2005",7233232,50.34082,6.469039,65,70,723206302,54597,"Roth",1500,"2005-07-06",1968466,273,1968,74529,0.075,26.412,4
"932",932,"E31238010000000000000055549250905","2000","19.12.2006",7232302,50.310779,6.365265,114,70,723206302,54597,"Roth",2000,"2006-12-19",3062834,364,3063,132496,0.132,23.116,5
"933",933,"E31238010000000000000055549250907","2000","29.12.2006",7232302,50.310147,6.369191,65,70,723206302,54597,"Roth",2000,"2006-12-29",2550837,374,2551,139876,0.14,18.236,5
"934",934,"E31238010000000000000055549250908","2000","21.12.2006",7232302,50.311932,6.361652,114,70,723206302,54597,"Roth",2000,"2006-12-21",3062834,373,3063,139129,0.139,22.014,5
"935",935,"E31238010000000000000055549250909","2000","27.12.2006",7232302,50.309119,6.361574,114,70,723206302,54597,"Roth",2000,"2006-12-27",3062834,319,3063,101761,0.102,30.098,5
"936",936,"E31238010000000000000055549250910","1500","18.2.2007",7232302,50.316179,6.411044,100,77,723206302,54597,"Roth",1500,"2007-02-18",2501972,382,2502,145924,0.146,17.146,5
"937",937,"E31238010000000000000055549250911","1500","10.10.2007",7232302,50.319867,6.384978,85,77,723206302,54597,"Roth",1500,"2007-10-10",2385455,339,2385,114921,0.115,20.757,4
"938",938,"E31238010000000000000055549250913","1500","11.10.2007",7232302,50.322062,6.400723,85,77,723206302,54597,"Roth",1500,"2007-10-11",2385455,339,2385,114921,0.115,20.757,4
"939",939,"E31238010000000000000055549250914","1500","17.10.2007",7232302,50.308273,6.364768,85,77,723206302,54597,"Roth",1500,"2007-10-17",2385455,319,2385,101761,0.102,23.442,4
"940",940,"E31238010000000000000056095100950","2300","21.12.2005",7232247,50.16083,6.232942,90,82,723201221,54597,"Euscheid",2300,"2005-12-21",2443568,475,2444,225625,0.226,10.83,6
"941",941,"E31238010000000000000056095101562","1300","8.12.2005",7232247,50.160005,6.245029,90,62,723201221,54597,"Euscheid",1300,"2005-12-08",1426133,326,1426,106276,0.106,13.419,5
"942",942,"E31238010000000000000056095101563","2300","18.12.2005",7232247,50.164059,6.231964,90,82,723201221,54597,"Euscheid",2300,"2005-12-18",2443568,369,2444,136161,0.136,17.946,4
"943",943,"E31238010000000000000056095150931","2300","28.12.2005",7232247,50.163719,6.235909,90,82,723201221,54597,"Euscheid",2300,"2005-12-28",2443568,369,2444,136161,0.136,17.946,4
"944",944,"E31238010000000000000056095150932","1300","30.12.2005",7232247,50.163753,6.241298,90,62,723201221,54597,"Euscheid",1300,"2005-12-30",1426133,413,1426,170569,0.171,8.361,7
"945",945,"E31238010000000000000056095150933","2300","31.12.2005",7232229,50.186032,6.213196,93,93,723201221,54597,"Euscheid",2300,"2005-12-31",2914676,390,2915,152100,0.152,19.163,4
"946",946,"E31238010000000000000056095150935","2300","2.2.2006",7232229,50.18916,6.22283,93,93,723201221,54597,"Euscheid",2300,"2006-02-02",2914676,417,2915,173889,0.174,16.762,4
"947",947,"E31238010000000000000056095150936","2300","2.2.2006",7232229,50.189522,6.216825,93,93,723201221,54597,"Euscheid",2300,"2006-02-02",2914676,465,2915,216225,0.216,13.48,5
"948",948,"E31238010000000000000056095150937","2300","6.2.2006",7232229,50.191905,6.221429,93,93,723201221,54597,"Euscheid",2300,"2006-02-06",2914676,417,2915,173889,0.174,16.762,4
"949",949,"E31238010000000000000056095150938","2300","6.2.2006",7232229,50.188471,6.211387,93,93,723201221,54597,"Euscheid",2300,"2006-02-06",2914676,390,2915,152100,0.152,19.163,4
"950",950,"E31238010000000000000056095150939","2300","10.2.2006",7232231,50.188151,6.246112,103,93,723201221,54597,"Euscheid",2300,"2006-02-10",3003139,409,3003,167281,0.167,17.953,4
"951",951,"E31238010000000000000056095150940","2300","12.2.2006",7232333,50.147652,6.261643,103,93,723201221,54597,"Euscheid",2300,"2006-02-12",3003139,2359,3003,5564881,5.565,0.54,25
"952",952,"E31238010000000000000056095150941","2300","2.2.2006",7232229,50.171237,6.239236,90,82,723201221,54597,"Euscheid",2300,"2006-02-02",2443568,325,2444,105625,0.106,23.134,4
"953",953,"E31238010000000000000056095150942","2300","4.11.2006",7232231,50.185319,6.246181,103,93,723201221,54597,"Euscheid",2300,"2006-11-04",3003136,409,3003,167281,0.167,17.953,4
"954",954,"E31238010000000000000056095150943","2300","8.12.2006",7232231,50.190455,6.249162,103,93,723201221,54597,"Euscheid",2300,"2006-12-08",3003136,357,3003,127449,0.127,23.563,4
"955",955,"E31238010000000000000057584501030","1000","9.9.2004",7233046,50.090194,6.912297,89,58,723301046,54558,"Mückeln",1000,"2004-09-09",1659281,15395,1659,237006025,237.006,0.007,265
"956",956,"E31238010000000000000059508601130","1500","22.12.2004",7235062,49.570858,6.477665,85,77,723508062,54441,"Kirf",1500,"2004-12-22",3032203,447,3032,199809,0.2,15.176,6
"957",957,"E31238010000000000000060000801065","2000","17.12.2004",7233049,50.253836,6.89955,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-17",2871295,422,2871,178084,0.178,16.123,5
"958",958,"E31238010000000000000060000813188","2000","21.12.2004",7233049,50.252033,6.894412,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-21",2871295,513,2871,263169,0.263,10.91,6
"959",959,"E31238010000000000000060000813189","2000","28.12.2004",7233049,50.257123,6.902248,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-28",2871295,461,2871,212521,0.213,13.511,6
"960",960,"E31238010000000000000060002101148","2000","16.12.2004",7233049,50.255067,6.891524,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-16",2834883,513,2835,263169,0.263,10.772,6
"961",961,"E31238010000000000000060002113190","2000","30.12.2004",7233049,50.256203,6.896874,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-30",2834883,422,2835,178084,0.178,15.919,5
"962",962,"E31238010000000000000060028100621","600","25.1.2005",7232502,49.958467,6.370456,777,40,723208502,54646,"Hisel",600,"2005-01-25",832779,809,833,654481,0.654,1.272,20
"963",963,"E31238010000000000000060638000677","2000","5.3.2005",7232048,50.051398,6.474987,100,85,723208048,54636,"Heilenbach",2000,"2005-03-05",2166963,332,2167,110224,0.11,19.66,4
"964",964,"E31238010000000000000060638009839","2000","1.3.2005",7232048,50.053553,6.473757,100,85,723208048,54636,"Heilenbach",2000,"2005-03-01",1697045,332,1697,110224,0.11,15.396,4
"965",965,"E31238010000000000000060638014133","2000","3.2.2005",7232048,50.054268,6.46739,100,85,723208048,54636,"Heilenbach",2000,"2005-02-03",1511661,458,1512,209764,0.21,7.206,5
"966",966,"E31238010000000000000060638018544","2000","31.12.2004",7232048,50.057373,6.46837,100,85,723208048,54636,"Heilenbach",2000,"2004-12-31",2051869,442,2052,195364,0.195,10.503,5
"967",967,"E31238010000000000000060638018545","2000","26.1.2005",7232048,50.055874,6.472498,100,85,723208048,54636,"Heilenbach",2000,"2005-01-26",1783304,356,1783,126736,0.127,14.071,4
"968",968,"E31238010000000000000060638018546","2000","31.12.2004",7232048,50.060706,6.469544,100,85,723208048,54636,"Heilenbach",2000,"2004-12-31",2162913,495,2163,245025,0.245,8.827,6
"969",969,"E31238010000000000000060638018548","2000","31.12.2004",7232048,50.064227,6.474845,100,80,723208048,54636,"Heilenbach",2000,"2004-12-31",1834775,355,1835,126025,0.126,14.559,4
"970",970,"E31238010000000000000060638034140","1500","29.12.2006",7232048,50.062141,6.47685,85,77,723208048,54636,"Heilenbach",1500,"2006-12-29",1654901,355,1655,126025,0.126,13.132,5
"971",971,"E31238010000000000000060638034141","1500","15.11.2006",7232118,50.070365,6.485133,100,77,723208118,54636,"Schleid",1500,"2006-11-15",1670838,1306,1671,1705636,1.706,0.98,17
"972",972,"E31238010000000000000063819801659","2000","14.6.2005",7135088,50.033909,7.27738,114,66,713505088,56865,"Walhausen",2000,"2005-06-14",3007366,2,3007,4,0,751841.5,0
"973",973,"E31238010000000000000063819801660","2000","22.6.2005",7135088,50.034441,7.281597,98,70,713505088,56865,"Walhausen",2000,"2005-06-22",3007366,399,3007,159201,0.159,18.89,6
"974",974,"E31238010000000000000063819816953","2000","27.6.2005",7135088,50.033917,7.277394,11409,70,713505088,56865,"Walhausen",2000,"2005-06-27",3007366,2,3007,4,0,751841.5,0
"975",975,"E31238010000000000000066298909657","2300","10.9.2005",7231122,49.770278,6.952778,100,90,723106123,54424,"Thalfang",2300,"2005-09-10",3637699,371,3638,137641,0.138,26.429,4
"976",976,"E31238010000000000000066298917530","2300","23.9.2005",7231122,49.768056,6.954722,100,90,723106123,54424,"Thalfang",2300,"2005-09-23",3637699,371,3638,137641,0.138,26.429,4
"977",977,"E31238010000000000000067358518954","600","20.9.2005",7232021,49.96434,6.366736,65,44,723208502,54646,"Hisel",600,"2005-09-20",714423,305,714,93025,0.093,7.68,7
"978",978,"E31238010000000000000067358518955","600","29.9.2005",7232021,49.96553,6.369426,65,44,723208502,54646,"Hisel",600,"2005-09-29",714423,305,714,93025,0.093,7.68,7
"979",979,"E31238010000000000000067358518956","600","21.9.2005",7232021,49.961709,6.363417,65,44,723208502,54646,"Brimingen",600,"2005-09-21",714423,274,714,75076,0.075,9.516,6
"980",980,"E31238010000000000000067358518958","600","15.9.2005",7232021,49.963365,6.36201,65,44,723208502,54646,"Brimingen",600,"2005-09-15",714423,274,714,75076,0.075,9.516,6
"981",981,"E31238010000000000000069321501133","1500","25.2.2006",7235062,49.56789,6.476463,85,77,723508062,54441,"Kirf",1500,"2006-02-25",2564374,430,2564,184900,0.185,13.869,6
"982",982,"E31238010000000000000069475809395","1500","31.12.2005",7232077,49.878675,6.522047,NA,77,723507501,54298,"Welschbillig",1500,"2005-12-31",2080735,424,2081,179776,0.18,11.574,6
"983",983,"E31238010000000000000069475821478","1500","29.12.2005",7232077,49.874112,6.510129,NA,77,723507501,54298,"Welschbillig",1500,"2005-12-29",2294918,392,2295,153664,0.154,14.935,5
"984",984,"E31238010000000000000069475821480","1500","30.12.2005",7232065,49.866194,6.534683,NA,77,723507501,54298,"Welschbillig",1500,"2005-12-30",2403350,749,2403,561001,0.561,4.284,10
"985",985,"E31238010000000000000069475821494","1500","2.12.2009",7232065,49.87663,6.511639,NA,NA,723507501,54298,"Welschbillig",1500,"2009-12-02",2403350,338,2403,114244,0.114,21.037,NA
"986",986,"E31238010000000000000069475821495","1500","9.12.2009",7232065,49.878343,6.515727,NA,77,723507501,54298,"Welschbillig",1500,"2009-12-09",2403350,307,2403,94249,0.094,25.5,4
"987",987,"E31238010000000000000069475821496","2050","17.7.2010",7232065,49.862289,6.529467,NA,82,723507501,54298,"Welschbillig",2050,"2010-07-17",2810640,749,2811,561001,0.561,5.01,9
"988",988,"E31238010000000000000069475821497","2050","13.7.2010",7232065,49.873778,6.503397,NA,77,723507501,54298,"Welschbillig",2050,"2010-07-13",2810640,535,2811,286225,0.286,9.82,7
"989",989,"E31238010000000000000070458200850","2000","31.3.2006",7232045,49.947124,6.374235,80,88,723208100,54646,"Olsdorf",2000,"2006-03-31",603816,1072,604,1149184,1.149,0.525,12
"990",990,"E31238010000000000000071074223999","2000","16.5.2006",7135093,50.21482,7.20772,100,80,713502093,56761,"Zettingen",2000,"2006-05-16",1854903,325,1855,105625,0.106,17.561,4
"991",991,"E31238010000000000000071074224000","2000","19.5.2006",7135093,50.21028,7.20835,100,80,713502093,56761,"Zettingen",2000,"2006-05-19",1854903,365,1855,133225,0.133,13.923,5
"992",992,"E31238010000000000000071074224001","2000","23.5.2006",7135093,50.21114,7.20454,100,80,713502093,56761,"Zettingen",2000,"2006-05-23",1854903,374,1855,139876,0.14,13.261,5
"993",993,"E31238010000000000000071074224002","2000","25.5.2006",7135093,50.21281,7.19841,100,80,713502011,56761,"Brachtendorf",2000,"2006-05-25",1854903,617,1855,380689,0.381,4.872,8
"994",994,"E31238010000000000000071074231438","2000","29.12.2006",7135090,50.21276,7.20913,100,80,713502093,56761,"Zettingen",2000,"2006-12-29",1854903,325,1855,105625,0.106,17.561,4
"995",995,"E31238010000000000000073171622754","1500","21.12.2006",7135039,50.027785,7.323162,85,77,713505039,56858,"Haserich",1500,"2006-12-21",2284443,435,2284,189225,0.189,12.073,6
"996",996,"E31238010000000000000073171622755","1500","19.12.2006",7135039,50.027576,7.329605,85,77,713505039,56858,"Haserich",1500,"2006-12-19",2284443,324,2284,104976,0.105,21.762,4
"997",997,"E31238010000000000000073171630136","800","19.12.2006",7135070,50.024803,7.323736,768,48,713505039,56858,"Haserich",800,"2006-12-19",1124710,197,1125,38809,0.039,28.981,4
"998",998,"E31238010000000000000073171630138","800","15.9.2006",7135070,50.023657,7.324877,768,48,713505039,56858,"Haserich",800,"2006-09-15",1124710,197,1125,38809,0.039,28.981,4
"999",999,"E31238010000000000000073171630139","800","22.12.2006",7135070,50.022799,7.326723,768,48,713505039,56858,"Haserich",800,"2006-12-22",1124710,212,1125,44944,0.045,25.025,4
