gemeinde,vg,kreis,datum,nennleist,nabenhoehe,rotor,gesamthoeh,bemerkung,planstd,gem_neu,xcoord,ycoord
Höhn,Westerburg,Westerwaldkreis,2016/03/10,"2530",139.00,120.00,199.00,WEA 1 (Hö 2),am Netz,"714309242",429903,5609028
Höhn,Westerburg,Westerwaldkreis,2016/03/15,"2530",139.00,120.00,199.00,WEA 2 (Hö 3),am Netz,"714309242",430432,5608974
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/08/19,"3300",140.00,112.00,196.00,HRT01 / V 212477,am Netz,"723106058",354959.999883477,5521771.9999953
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/08/15,"3300",140.00,112.00,196.00,HRT02 / V 212478,am Netz,"723106058",355135.999907604,5521478.99999627
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/08/15,"3300",140.00,112.00,196.00,HRT03 / V 212479,am Netz,"723106058",355355.99988577,5521189.99999535
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/09/21,"3300",140.00,112.00,196.00,HRT04 / V 212480,am Netz,"723106058",353679.99987615,5521466.9999952
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/09/21,"3300",140.00,112.00,196.00,HRT05 / V 212481,am Netz,"723106058",354065.999902774,5521140.99999619
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/08/29,"3300",140.00,112.00,196.00,HRT06 / V 212482,am Netz,"723106058",354457.99988075,5521008.99999525
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/09/15,"3300",140.00,112.00,196.00,HRT08 / V 212484,am Netz,"723106058",354460.9999045,5521916.9999962
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/08/30,"3300",140.00,112.00,196.00,HRT09 / V 212485,am Netz,"723106058",354541.999904916,5521566.99999621
Berglicht,Thalfang am Erbeskopf,Bernkastel-Wittlich,2017/09/09,"2400",141.00,117.00,199.00,BWN01 / NX 85517,am Netz,"723106006",353069.999873485,5515520.99999515
Berglicht,Thalfang am Erbeskopf,Bernkastel-Wittlich,2017/09/05,"2400",141.00,117.00,199.00,BWN02 / NX 85518,am Netz,"723106006",353703.999852658,5515717.99999424
Horath,Thalfang am Erbeskopf,Bernkastel-Wittlich,2016/09/26,"3300",140.00,112.00,196.00,HRT07 / V 212483,am Netz,"723106058",353630.999900736,5521098.99999616
Kalenborn,Kaisersesch,Cochem-Zell,2014/09/18,"2530",139.00,120.00,199.00,WEA 01,am Netz,"713502046",363232.999983518,5570469.99999917
Kalenborn,Kaisersesch,Cochem-Zell,2014/09/18,"2530",139.00,120.00,199.00,WEA 02,am Netz,"713502046",363563.999983799,5570258.99999917
Kalenborn,Kaisersesch,Cochem-Zell,2014/09/18,"2530",139.00,120.00,199.00,WEA 03,am Netz,"713502046",364000.999984151,5570617.99999918
Eppenberg,Kaisersesch,Cochem-Zell,1997/03/13,"500",65.00,40.00,85.00,,am Netz,"713502026",362237.327,5567481.367
Eppenberg,Kaisersesch,Cochem-Zell,1997/03/13,"500",65.00,40.00,85.00,,am Netz,"713502026",362321.667,5567289.861
Gamlen,Kaisersesch,Cochem-Zell,2000/05/15,"500",65.00,40.00,85.00,,am Netz,"713502033",370689.857,5568147.407
Gamlen,Kaisersesch,Cochem-Zell,2000/05/15,"500",65.00,40.00,85.00,,am Netz,"713502033",370866.803,5568342.386
Gamlen,Kaisersesch,Cochem-Zell,2003/06/30,"1500",85.00,77.00,123.50,,am Netz,"713502033",370804.226,5567999.001
Gamlen,Kaisersesch,Cochem-Zell,2004/02/05,"2300",80.00,90.00,125.00,,am Netz,"713502033",371268.572,5567933.99
Gamlen,Kaisersesch,Cochem-Zell,2004/02/05,"2300",100.00,90.00,145.00,,am Netz,"713502033",371174.67,5567639.615
Gamlen,Kaisersesch,Cochem-Zell,2010/06/25,"2000",105.00,90.00,150.00,,am Netz,"713502033",371331.567,5568429.717
Gamlen,Kaisersesch,Cochem-Zell,2010/06/25,"2000",105.00,90.00,150.00,,am Netz,"713502033",371243.219,5568968.562
Gamlen,Kaisersesch,Cochem-Zell,2010/10/27,"2000",105.00,90.00,150.00,,am Netz,"713502033",370558.637,5567721.464
Gamlen,Kaisersesch,Cochem-Zell,2011/06/06,"2000",105.00,90.00,150.00,,am Netz,"713502033",371658.719,5568106.371
Gamlen,Kaisersesch,Cochem-Zell,2011/06/06,"2000",105.00,90.00,150.00,,am Netz,"713502033",371187.548,5568654.636
Gamlen,Kaisersesch,Cochem-Zell,2014/04/07,"2300",108.38,82.00,149.38,Ga 13,am Netz,"713502033",371903,5567985
Düngenheim,Kaisersesch,Cochem-Zell,2000/05/16,"500",65.00,40.00,85.00,,am Netz,"713502023",370586.072,5568228.63
Düngenheim,Kaisersesch,Cochem-Zell,2003/06/30,"1500",85.00,77.00,123.50,,am Netz,"713502023",370637.554,5568562.736
Düngenheim,Kaisersesch,Cochem-Zell,2003/06/30,"1500",85.00,77.00,123.50,,am Netz,"713502023",370407.208,5568308.875
Düngenheim,Kaisersesch,Cochem-Zell,2008/02/29,"2000",95.00,90.00,140.00,,am Netz,"713502023",370096.379,5568019.237
Düngenheim,Kaisersesch,Cochem-Zell,2011/09/09,"2000",85.00,82.00,126.00,,am Netz,"713502023",370577.121,5568776.283
Düngenheim,Kaisersesch,Cochem-Zell,2011/09/09,"800",73.25,26.45,86.48,,am Netz,"713502023",370448.027,5568527.349
Hambuch,Kaisersesch,Cochem-Zell,2008/10/16,"800",73.25,53.00,99.75,,am Netz,"713502038",370590.926,5566312.413
Hambuch,Kaisersesch,Cochem-Zell,2012/04/13,"2400",140.60,117.00,199.10,WEA 01,am Netz,"713502038",368881.999975624,5564962.99999852
Eulgem,Kaisersesch,Cochem-Zell,2008/07/30,"800",73.30,53.00,99.80,,am Netz,"713502028",370482.777,5566508.871
Eulgem,Kaisersesch,Cochem-Zell,2008/02/29,"2000",95.00,90.00,140.00,,am Netz,"713502028",370271.42,5567844.095
Eulgem,Kaisersesch,Cochem-Zell,2012/06/11,"800",73.25,52.90,99.70,,am Netz,"713502028",369421.54,5566318.493
Illerich,Kaisersesch,Cochem-Zell,2008/02/26,"1500",111.50,77.00,150.00,,am Netz,"713502042",368689.879,5563951.661
Illerich,Kaisersesch,Cochem-Zell,2008/02/26,"1500",111.50,77.00,150.00,,am Netz,"713502042",369114,5563962
Illerich,Kaisersesch,Cochem-Zell,2009/10/12,"2300",85.00,71.00,120.50,,am Netz,"713502042",369579,5563201
Illerich,Kaisersesch,Cochem-Zell,2009/06/10,"2000",98.30,82.00,139.30,,am Netz,"713502042",368332.362,5564490.342
Illerich,Kaisersesch,Cochem-Zell,2009/06/10,"2000",98.30,82.00,139.30,,am Netz,"713502042",368326.261,5564239.451
Illerich,Kaisersesch,Cochem-Zell,2012/02/15,"2000",105.00,90.00,150.00,,am Netz,"713502042",367811.203,5563922.006
Illerich,Kaisersesch,Cochem-Zell,2011/11/08,"2000",105.00,90.00,150.00,,am Netz,"713502042",369162.83,5563695.488
Illerich,Kaisersesch,Cochem-Zell,2011/01/31,"2300",138.38,82.00,179.38,,am Netz,"713502042",369650,5563941
Landkern,Kaisersesch,Cochem-Zell,2008/11/24,"2000",98.38,82.00,139.38,,am Netz,"713502051",367681.45,5563582.044
Landkern,Kaisersesch,Cochem-Zell,2008/11/24,"2000",98.38,82.00,139.38,,am Netz,"713502051",367911.516,5562934.433
Kaifenheim,Kaisersesch,Cochem-Zell,2015/03/27,"3000",119.00,112.00,175.00,,am Netz,"713502043",374472,5568142
Kaifenheim,Kaisersesch,Cochem-Zell,2015/03/27,"3000",94.00,112.00,150.00,,am Netz,"713502043",374750,5567555
Zettingen,Kaisersesch,Cochem-Zell,2009/02/11,"2500",100.00,90.00,145.00,,am Netz,"713502093",372231.171,5564731.549
Zettingen,Kaisersesch,Cochem-Zell,2009/02/11,"2500",100.00,90.00,145.00,,am Netz,"713502093",372562.192,5564653.183
Zettingen,Kaisersesch,Cochem-Zell,2009/02/11,"2500",100.00,90.00,145.00,,am Netz,"713502093",371895.846,5564404.874
Zettingen,Kaisersesch,Cochem-Zell,2009/02/11,"2500",100.00,90.00,145.00,,am Netz,"713502093",370514.041,5564055.301
Brachtendorf,Kaisersesch,Cochem-Zell,2010/05/06,"2500",100.00,90.00,145.00,,am Netz,"713502011",372647.508,5564982.922
Roes,Kaisersesch,Cochem-Zell,1996/06/19,"600",60.00,43.00,81.50,,am Netz,"713502075",374268.539,5566726.573
Roes,Kaisersesch,Cochem-Zell,1996/06/19,"600",60.00,43.00,81.50,,am Netz,"713502075",374534.62,5566625.809
Roes,Kaisersesch,Cochem-Zell,1996/06/19,"600",60.00,43.00,81.50,,am Netz,"713502075",374826.145,5566784.153
Roes,Kaisersesch,Cochem-Zell,1996/06/19,"600",60.00,43.00,81.50,,am Netz,"713502075",374704.737,5566999.152
Roes,Kaisersesch,Cochem-Zell,2007/11/29,"2000",105.00,90.00,150.00,,am Netz,"713502075",375083.061,5568194.532
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2014/12/19,"2400",140.60,116.80,199.00,Mörsdorf Nord (N01),am Netz,"714003503",379480,5553326
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2014/12/19,"2400",140.60,116.80,199.00,Mörsdorf Nord (N02),am Netz,"714003503",379995,5553242
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2014/11/27,"2400",140.60,116.80,199.00,Mörsdorf Nord (N04),am Netz,"714003503",380019,5552826
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2014/11/08,"2400",140.60,116.80,199.00,,am Netz,"714003503",380683,5552122
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2015/01/22,"2400",140.60,116.80,199.00,,am Netz,"714003503",380212,5551403
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2015/11/24,"2400",141.00,117.00,199.00,Mörsdorf (S01),am Netz,"714003503",383394,5550939
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2015/11/23,"2400",141.00,117.00,199.00,Mörsdorf (S02),am Netz,"714003503",382761,5550429
Mörsdorf,Kastellaun,Rhein-Hunsrück-Kreis,2015/11/23,"2400",141.00,117.00,199.00,Mörsdorf Süd (S03),am Netz,"714003503",382148,5549725
Lahr,Kastellaun,Rhein-Hunsrück-Kreis,2016/04/22,"3000",134.00,131.00,199.90,,am Netz,"714003502",383232,5552826
Zilshausen,Kastellaun,Rhein-Hunsrück-Kreis,2015/12/08,"2400",140.60,117.00,199.00,Zilshausen (01),am Netz,"714003504",385523,5551202
Zilshausen,Kastellaun,Rhein-Hunsrück-Kreis,2015/12/18,"2400",140.60,117.00,199.00,Zilshausen (02),am Netz,"714003504",385428,5551623
Zilshausen,Kastellaun,Rhein-Hunsrück-Kreis,2015/12/16,"2400",140.60,117.00,199.00,Zilshausen (03),am Netz,"714003504",385528,5552075
Walhausen,Zell (Mosel),Cochem-Zell,2004/04/14,"1800",114.00,70.00,149.00,,am Netz,"713505088",376633.973,5543821.895
Walhausen,Zell (Mosel),Cochem-Zell,2004/04/13,"1800",98.80,70.00,133.80,,am Netz,"713505088",376940.16,5543872.629
Walhausen,Zell (Mosel),Cochem-Zell,2004/04/13,"1800",114.00,70.00,149.00,,am Netz,"713505088",376945.51,5543607.283
Haserich,Zell (Mosel),Cochem-Zell,2006/03/15,"1500",85.00,77.00,123.50,,am Netz,"713505039",379897.222,5543066.525
Haserich,Zell (Mosel),Cochem-Zell,2006/03/15,"1500",85.00,77.00,123.50,,am Netz,"713505039",380339.995,5543030.735
Panzweiler,Zell (Mosel),Cochem-Zell,2006/02/03,"800",75.60,48.00,99.60,,am Netz,"713505070",379927.772,5542731.135
Panzweiler,Zell (Mosel),Cochem-Zell,2006/02/03,"800",75.60,48.00,99.60,,am Netz,"713505070",380004.504,5542598.989
Panzweiler,Zell (Mosel),Cochem-Zell,2006/02/03,"800",75.60,48.00,99.60,,am Netz,"713505070",380135.781,5542504.676
Panzweiler,Zell (Mosel),Cochem-Zell,2006/02/03,"800",75.60,48.00,99.60,,am Netz,"713505070",380292.915,5542456.346
Panzweiler,Zell (Mosel),Cochem-Zell,2006/02/03,"800",75.60,48.00,99.60,,am Netz,"713505070",380333.961,5542780.856
Peterswald-Löffelscheid,Zell (Mosel),Cochem-Zell,2008/12/03,"800",73.25,53.00,99.75,,am Netz,"713505071",381010.464,5542461.553
Peterswald-Löffelscheid,Zell (Mosel),Cochem-Zell,2008/12/03,"800",73.25,53.00,99.75,,am Netz,"713505071",381305.564,5542684.817
Peterswald-Löffelscheid,Zell (Mosel),Cochem-Zell,2008/12/03,"800",73.25,53.00,99.75,,am Netz,"713505071",381370.627,5542536.136
Wirfus,Cochem,Cochem-Zell,2005/07/08,"2000",100.00,80.00,140.00,,am Netz,"713501090",372126.582,5564047.398
Wirfus,Cochem,Cochem-Zell,2005/07/08,"2000",100.00,80.00,140.00,,am Netz,"713501090",372157.339,5563543.895
Wirfus,Cochem,Cochem-Zell,2005/07/08,"2000",100.00,80.00,140.00,,am Netz,"713501090",371890.294,5563645.696
Wirfus,Cochem,Cochem-Zell,2005/07/08,"2000",100.00,80.00,140.00,,am Netz,"713501090",371456.972,5563842.239
Wirfus,Cochem,Cochem-Zell,2006/09/26,"2000",100.00,80.00,140.00,,am Netz,"713501090",372223.459,5563819.379
Konz,Konz,Trier-Saarburg,2013/03/20,"2000",138.38,82.00,179.38,,am Netz,"723503068",331466.786239002,5502119.84601388
Habscheid,Prüm,Eifelkreis Bitburg-Prüm,2014/06/11,"2300",138.38,82.00,179.38,,am Netz,"723206231",303105,5560910
Mayen,Mayen,Mayen-Koblenz,2015/07/07,"3050",149.00,101.00,199.50,,am Netz,"713700068",367476,5577119
Mayen,Mayen,Mayen-Koblenz,2015/06/26,"3050",149.00,101.00,199.50,,am Netz,"713700068",367070,5576885
Mayen,Mayen,Mayen-Koblenz,2015/06/27,"3050",149.00,101.00,199.50,,am Netz,"713700068",367068,5576424
Mayen,Mayen,Mayen-Koblenz,2015/09/04,"3050",149.00,101.00,199.50,,am Netz,"713700068",367760.7,5576389.5
Callbach,Nahe-Glan,Bad Kreuznach,2014/01/20,"2530",139.00,120.00,199.00,WKA C5,am Netz,"713310020",407824,5506544
Hallschlag,Gerolstein,Vulkaneifel,2015/07/14,"2300",138.80,82.00,179.38,,am Netz,"723306214",316681.999870834,5579547.99999858
Callbach,Nahe-Glan,Bad Kreuznach,2014/01/20,"2530",139.00,120.00,199.00,WKA C1,am Netz,"713310020",407487,5507097
Desloch,Nahe-Glan,Bad Kreuznach,2000/11/20,"1500",68.00,71.00,103.50,,am Netz,"713310024",401330,5507169.5
Jeckenbach,Nahe-Glan,Bad Kreuznach,2000/11/20,"1500",64.70,70.50,99.95,,am Netz,"713310051",400837.95,5507227.31
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 09,am Netz,"713310083",407619.92,5507467.04
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 12,am Netz,"713310083",406279.96,5507852.11
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 06,am Netz,"713310083",407663.09,5508042.05
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 07,am Netz,"713310083",407005,5508106.12
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 13,am Netz,"713310083",406062.01,5508126.21
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 08,am Netz,"713310083",406639.08,5508259.98
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 05,am Netz,"713310083",407846.9,5508429.1
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 15,am Netz,"713310083",405474.95,5508449.07
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 04,am Netz,"713310083",407458,5508477
Rehborn,Nahe-Glan,Bad Kreuznach,2012/12/31,"3170",139.00,120.00,200.00,WKA Re14,am Netz,"713310083",406027.97,5508500.19
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,200.00,WKA Re 03,am Netz,"713310083",406960.944503726,5508549.04954408
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",139.00,120.00,199.00,WKA Re02,am Netz,"713310083",406597.048338242,5508742.0464219
Rehborn,Nahe-Glan,Bad Kreuznach,2013/07/25,"3170",143.00,114.00,200.00,WKA Re 01,am Netz,"713310083",406536.01,5509092.1
Lettweiler,Nahe-Glan,Bad Kreuznach,2000/09/01,"1650",78.00,66.00,111.00,,am Netz,"713310058",408866.030607945,5509092.791845
Jeckenbach,Nahe-Glan,Bad Kreuznach,2012/11/18,"2400",140.60,116.80,199.00,WKA J2,am Netz,"713310051",399085,5509143
Jeckenbach,Nahe-Glan,Bad Kreuznach,2002/04/24,"850",74.00,52.00,100.00,WKA BRJ1,am Netz,"713310051",398235.05,5509302.21
Jeckenbach,Nahe-Glan,Bad Kreuznach,2012/11/18,"2400",140.60,116.80,199.00,WKA J3,am Netz,"713310051",398677.999999999,5509336
Jeckenbach,Nahe-Glan,Bad Kreuznach,2002/04/24,"850",74.00,52.00,100.00,WKA BR J2,am Netz,"713310051",399173.68,5509471.14
Lauschied,Nahe-Glan,Bad Kreuznach,2002/04/15,"850",74.00,52.00,100.00,WKA 4,am Netz,"713310057",398644.89,5509507.13
Lauschied,Nahe-Glan,Bad Kreuznach,2002/04/15,"850",74.00,52.00,100.00,WKA 3,am Netz,"713310057",399024.74,5509587.09
Fürfeld,Bad Kreuznach,Bad Kreuznach,2001/02/28,"600",77.50,43.00,99.00,,am Netz,"713301032",418782.51,5512230.92
Fürfeld,Bad Kreuznach,Bad Kreuznach,2013/07/16,"3000",135.40,101.00,185.90,WKA 7,am Netz,"713301032",419222,5512404
Fürfeld,Bad Kreuznach,Bad Kreuznach,1999/03/11,"600",77.50,43.00,99.00,,am Netz,"713301032",418690.88,5512475.77
Fürfeld,Bad Kreuznach,Bad Kreuznach,1999/03/11,"600",77.50,43.00,99.00,,am Netz,"713301032",418890.62,5512502.81
Fürfeld,Bad Kreuznach,Bad Kreuznach,2012/12/14,"3000",135.40,101.00,185.90,WKA6,am Netz,"713301032",418818.93878614,5512752.31344723
Fürfeld,Bad Kreuznach,Bad Kreuznach,2012/12/14,"3000",135.40,101.00,185.90,WKA 4,am Netz,"713301032",418787.221535223,5513013.00928132
Hochstätten,Bad Kreuznach,Bad Kreuznach,2008/09/29,"2000",105.00,90.00,150.00,WKA 3,am Netz,"713301045",417275.37,5513143.36
Fürfeld,Bad Kreuznach,Bad Kreuznach,2012/12/14,"2300",138.80,82.00,179.80,WKA 3,am Netz,"713301032",418660.352531569,5513294.8426155
Fürfeld,Bad Kreuznach,Bad Kreuznach,2012/12/14,"3000",135.40,101.00,185.90,WKA 2,am Netz,"713301032",418378.42,5513368.82
Feilbingert,Bad Kreuznach,Bad Kreuznach,2000/12/06,"600",65.00,44.00,87.00,WKA 2,am Netz,"713301030",413312.52,5513620.83
Fürfeld,Bad Kreuznach,Bad Kreuznach,2012/12/14,"3000",135.40,101.00,185.90,WKA 1,am Netz,"713301032",418381.95,5513689.41
Feilbingert,Bad Kreuznach,Bad Kreuznach,2000/12/06,"600",65.00,44.00,87.00,WKA 3,am Netz,"713301030",413303.94,5513795.81
Hochstätten,Bad Kreuznach,Bad Kreuznach,2008/09/29,"2000",105.00,90.00,150.00,WKA 2,am Netz,"713301045",417583.354104218,5513800.92260545
Feilbingert,Bad Kreuznach,Bad Kreuznach,2000/12/06,"600",65.00,44.00,87.00,WKA 1,am Netz,"713301030",413129,5513848
Hochstätten,Bad Kreuznach,Bad Kreuznach,2008/09/29,"2000",105.00,90.00,150.00,WKA 1,am Netz,"713301045",417335.28,5513918.4
Dörrebach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA SD5,am Netz,"713311025",404254.074358436,5533056.84306266
Dörrebach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA SD3,am Netz,"713311025",404663.915104635,5533340.41974059
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA SD4,am Netz,"713311095",404147.28,5533344.36
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA SD2,am Netz,"713311095",404551.02,5533659
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA SD1,am Netz,"713311095",405031.84,5533781.21
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA H1,am Netz,"713311095",404898.74,5536014.91
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.00,101.00,185.00,WKA H2,am Netz,"713311095",405206.61,5536609.91
Seibersbach,Langenlonsheim-Stromberg,Bad Kreuznach,2012/01/31,"3000",135.40,101.00,185.90,WKA H3,am Netz,"713311095",405879.39,5536862.73
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2013/08/28,"3000",149.00,101.00,199.00,WKA K7,am Netz,"713311023",408883,5538336
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2013/08/28,"3000",149.00,101.00,199.00,WKA K6,am Netz,"713311023",408182.999999999,5538463
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,1997/11/20,"1800",64.80,70.00,99.80,WKA K2,am Netz,"713311023",408974.446242008,5538693.80244586
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,1997/11/20,"1800",65.00,70.00,100.00,WKA K1,am Netz,"713311023",408819.413535512,5538770.60920234
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2013/08/28,"3000",149.00,101.00,199.50,WEA-K8,am Netz,"713311023",408494.999999999,5538863
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2012/12/18,"3000",135.40,101.00,185.90,WEA 02,am Netz,"713311023",409442,5538913
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2005/05/20,"2000",113.50,71.00,149.00,WKA K3,am Netz,"713311023",409035.214722104,5538994.83218035
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2012/12/18,"3000",135.40,101.00,185.90,WEA 03,am Netz,"713311023",409831,5539170
Daxweiler,Langenlonsheim-Stromberg,Bad Kreuznach,2012/12/18,"3000",135.40,101.00,185.90,WEA 01,am Netz,"713311023",409417,5539291
Mündersbach,Hachenburg,Westerwaldkreis,2015/08/05,"3200",142.60,110.00,197.60,,am Netz,"714302268",411468.56,5607602.16
Mündersbach,Hachenburg,Westerwaldkreis,2015/08/05,"3200",142.60,110.00,197.60,,am Netz,"714302268",411683,5607927
Höchstenbach,Hachenburg,Westerwaldkreis,2015/08/05,"3200",142.60,110.00,197.60,,am Netz,"714302241",411883,5608218
Höchstenbach,Hachenburg,Westerwaldkreis,2015/08/06,"3200",142.60,110.00,197.60,,am Netz,"714302241",412184,5608575
Höchstenbach,Hachenburg,Westerwaldkreis,2015/08/05,"3200",142.60,110.00,197.60,,am Netz,"714302241",412591,5608504
Höchstenbach,Hachenburg,Westerwaldkreis,2015/08/05,"3200",142.60,110.00,197.60,,am Netz,"714302241",412752,5608210
Budenbach,Simmern-Rheinböllen,Rhein-Hunsrück-Kreis,2014/07/23,"2350",138.38,92.00,184.38,Erlengarten (WEA 01),am Netz,"714008023",396081,5543303
Budenbach,Simmern-Rheinböllen,Rhein-Hunsrück-Kreis,2014/07/24,"2350",138.00,92.00,184.00,Erlengarten (WEA 02),am Netz,"714008023",396219,5543033
Bergenhausen,Simmern-Rheinböllen,Rhein-Hunsrück-Kreis,2014/07/27,"2350",138.38,92.00,184.38,Erlengarten (WEA 03),am Netz,"714008012",396327,5542751
Bickenbach,Hunsrück-Mittelrhein,Rhein-Hunsrück-Kreis,2010/12/31,"2050",100.00,92.00,146.00,Bickenbach 6,am Netz,"714009014",394614.999994786,5551146.99999918
Bickenbach,Hunsrück-Mittelrhein,Rhein-Hunsrück-Kreis,2010/12/31,"2050",100.00,92.00,146.00,Bickenbach 7,am Netz,"714009014",395171.7462,5551936.8171
Bickenbach,Hunsrück-Mittelrhein,Rhein-Hunsrück-Kreis,2010/12/31,"2050",100.00,92.00,146.50,Bickenbach 9,am Netz,"714009014",394640.9579,5552334.6622
Bickenbach,Hunsrück-Mittelrhein,Rhein-Hunsrück-Kreis,2008/01/01,"2050",100.00,92.00,146.00,Bickenbach 1,am Netz,"714009014",395357.67,5551523.9788
Bickenbach,Hunsrück-Mittelrhein,Rhein-Hunsrück-Kreis,2008/01/01,"2050",100.00,92.00,146.00,Bickenbach 2,am Netz,"714009014",394953.8242,5550979.1969
