"","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","leistung_s","indatum_s","eiccode","bnetznr","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"120","E30254010000000000005233312514223","ENERCON GmbH","E82",2000,"26.10.2009",7336003,"49,560905","7,427893",108,82,733610003,66885,"Erdesbach-Patersbach",2000,"2009-10-26","11YR00000001555H",10002992,2812792,7336,"Kusel",1406.396,2813,733610,"Kusel-Altenglan"
"121","E30254010000000000005233312514224","ENERCON GmbH","E82",2000,"03.11.2009",7336003,"49,563606","7,422525",108,82,733610022,66887,"Erdesbach-Patersbach",2000,"2009-11-03","11YR00000001555H",10002992,2812792,7336,"Kusel",1406.396,2813,733610,"Kusel-Altenglan"
"122","E30254010000000000005233312514225","ENERCON GmbH","E82",2000,"03.11.2009",7336003,"49,560124","7,422714",108,82,733610022,66887,"Erdesbach-Patersbach",2000,"2009-11-03","11YR00000001555H",10002992,2812791,7336,"Kusel",1406.3955,2813,733610,"Kusel-Altenglan"
"123","E30254010000000000005233312514226","ENERCON GmbH","E82",2000,"12.10.2009",7336003,"49,557391","7,421888",108,82,733610003,66885,"Erdesbach-Patersbach",2000,"2009-10-12","11YR00000001555H",10002992,2812792,7336,"Kusel",1406.396,2813,733610,"Kusel-Altenglan"
"124","E30254010000000000005233432816109","Vestas Deutschland GmbH","V-90",2000,"28.11.2009",7340226,"49,21603","7,49013",105,90,734008226,66484,"Walshausen",2000,"2009-11-28","11YR00000001555H",10002992,3690572,7340,"Südwestpfalz",1845.286,3691,734008,"Zweibrücken-Land"
"125","E30254010000000000005233432816110","Vestas Deutschland GmbH","V-90",2000,"01.12.2009",7340226,"49,21436","7,49281",105,90,734008226,66484,"Walshausen",2000,"2009-12-01","11YR00000001555H",10002992,3690567,7340,"Südwestpfalz",1845.2835,3691,734008,"Zweibrücken-Land"
"126","E30254010000000000005234010625532","ENERCON GmbH","E-126",7580,"24.11.2010",7333025,"49,678627","7,896039",135,126,733307025,67813,"Gerbach",7580,"2010-11-19","11YR00000001555H",10002992,14409442,7333,"Donnersbergkreis",1900.98179419525,14409,733307,"Nordpfälzer Land"
"127","E30254010000000000005234010639491","ENERCON GmbH","E-101",3000,"28.10.2011",7333025,"49,67732","7,90634",135,101,733307025,67813,"Gerbach",3050,"2011-10-28","11YR00000001555H",10002992,8012878,7333,"Donnersbergkreis",2627.1731147541,8013,733307,"Nordpfälzer Land"
"130","E30254010000000000005234239828155","ENERCON GmbH","Enercon E-82",2000,"30.12.2010",7332010,"49,586289","8,272211",108,82,733207010,67246,"Dirmstein",2000,"2010-12-30","11YR00000001555H",10002992,3285475,7332,"Bad Dürkheim",1642.7375,3285,733207,"Leiningerland"
"131","E30254010000000000005234239828156","ENERCON GmbH","E82",2000,"29.12.2010",7332010,"49,586054","8,278192",108,82,733207010,67246,"Dirmstein",2000,"2010-12-30","11YR00000001555H",10002992,3284043,7332,"Bad Dürkheim",1642.0215,3284,733207,"Leiningerland"
"132","E30254010000000000005234430229628","Vestas Deutschland GmbH",NA,2000,"31.03.2011",7336055,"49,493047","7,357079",105,90,733609041,66909,"Herschweiler-Pettersheim",2000,"2011-03-31","11YR00000001555H",10002992,3412674,7336,"Kusel",1706.337,3413,733609,"Oberes Glantal"
"133","E30254010000000000005234430229629","Vestas Deutschland GmbH","V90",2000,"10.03.2011",7336006,"49,493163","7,36553",105,90,733609101,66909,"Wahnwegen",2000,"2011-03-10","11YR00000001555H",10002992,3412676,7336,"Kusel",1706.338,3413,733609,"Oberes Glantal"
"134","E30254010000000000005234767337518","ENERCON GmbH","E70",2000,"03.08.2007",7336021,"49,343243","7,293455",65,70,733610103,66887,"Welchweiler",800,"2007-07-13","11YR00000001555H",10002992,782829,7336,"Kusel",978.53625,783,733610,"Kusel-Altenglan"
"136","E30254010WEA2GOLLWALD00FLUR474306","GE Wind Energy GmbH","GE 2.5-120",2750,"20.09.2014",7333026,"49,571669","7,988501",139,120,733303026,67307,"GÃ¶llheim",2530,"2014-09-23","11YR00000001555H",10002992,5468956,7333,"Donnersbergkreis",2161.64268774704,5469,733303,"Göllheim"
"137","E30254010WEA2GOLLWALD00FLUR475902","GE Wind Energy GmbH","GE 2.5-120",2750,"04.09.2014",7333026,"49,571299","7,982149",139,120,733303026,67307,"GÃ¶llheim",2530,"2014-09-04","11YR00000001555H",10002992,5468956,7333,"Donnersbergkreis",2161.64268774704,5469,733303,"Göllheim"
"138","E30254010WEA2GOLLWALD00FLUR475903","GE Wind Energy GmbH","GE 2.5-120",2750,"11.09.2014",7333026,"49,573993","7,97977",139,120,733303026,67307,"GÃ¶llheim",2530,"2014-09-11","11YR00000001555H",10002992,5468956,7333,"Donnersbergkreis",2161.64268774704,5469,733303,"Göllheim"
"139","E30254010WEA2GOLLWALD00FLUR476304","GE Wind Energy GmbH","GE 2.5-120",2750,"08.09.2014",7333026,"49,576934","7,976805",139,120,733303026,67307,"GÃ¶llheim",2530,"2014-09-13","11YR00000001555H",10002992,5468956,7333,"Donnersbergkreis",2161.64268774704,5469,733303,"Göllheim"
"140","E30254010WEA2GOLLWALD00FLUR476305","GE Wind Energy GmbH","GE 2.5-120",2750,"20.09.2014",7333026,"49,578424","7,972446",139,120,733303026,67307,"GÃ¶llheim",2530,"2014-09-23","11YR00000001555H",10002992,5468952,7333,"Donnersbergkreis",2161.64110671937,5469,733303,"Göllheim"
"141","E30254010WEA2OBERNDORF0FLUR306006","GE Renewable Germany GmbH","GE 2.5-120",2750,"01.09.2014",7333055,"49,704111","7,830056",139,120,733307055,67821,"Oberndorf",2530,"2014-09-01","11YR00000001555H",10002992,5483960,7333,"Donnersbergkreis",2167.57312252964,5484,733307,"Nordpfälzer Land"
"142","E30254011000000000005231616306700","ENERCON GmbH","Enercon E-70 E4",2000,"30.12.2004",7338013,"49,586441","8,284324",98,70,733806013,67259,"Heuchelheim",2000,"2004-12-30","11YR00000001555H",10002992,2255677,7338,"Rhein-Pfalz",1127.8385,2256,733806,"Lambsheim-Heßheim"
"143","E30254012000000000005231616306700","ENERCON GmbH","E-70 E4",2000,"13.05.2005",7338009,"49,584225","8,290069",113,70,733806013,67259,"Heuchelheim",2000,"2005-05-13","11YR00000001555H",10002992,2355899,7338,"Rhein-Pfalz",1177.9495,2356,733806,"Lambsheim-Heßheim"
"144","E30254013000000000005231616306700","ENERCON GmbH","E-70 E4",2000,"21.04.2005",7338013,"49,586063","8,28925",98,70,733806013,67259,"Heuchelheim",2000,"2005-05-03","11YR00000001555H",10002992,2255677,7338,"Rhein-Pfalz",1127.8385,2256,733806,"Lambsheim-Heßheim"
"145","E30254014000000000005231616306700","ENERCON GmbH","E-70 E 4",2000,"15.04.2005",7338013,"49,58453","8,284287",98,70,733806013,67259,"Heuchelheim",2000,"2005-04-15","11YR00000001555H",10002992,2255674,7338,"Rhein-Pfalz",1127.837,2256,733806,"Lambsheim-Heßheim"
"146","E30254015000000000005231616306700","ENERCON GmbH","E-48",800,"03.02.2005",7338013,"49,583","8,29124",76,48,733806013,67259,"Heuchelheim",800,"2005-02-03","11YR00000001555H",10002992,903367,7338,"Rhein-Pfalz",1129.20875,903,733806,"Lambsheim-Heßheim"
"147","E3025401PVA0000000000009000011337","ENERCON GmbH","E-101",3000,"20.06.2013",7335205,"49,511284","7,88393",135,101,733502004,67677,"Enkenbach-Alsenborn",3000,"2013-05-31","11YR00000001555H",10002992,5211716,7335,"Kaiserslautern",1737.23866666667,5212,733502,"Enkenbach-Alsenborn"
"148","E3025401WEA0000000000ESSELBORN001","Vestas Deutschland GmbH","Vestas V112-3.0MW",3075,"16.10.2013",7331022,"49,702394","8,115272",140,112,733101022,55234,"Esselborn",3075,"2013-10-16","11YR00000001555H",10002992,7476259,7331,"Alzey-Worms",2431.3037398374,7476,733101,"Alzey-Land"
"149","E3025401WEA0000000000ESSELBORN002","Vestas Deutschland GmbH","Vestas V112-3.0MW",3075,"17.10.2013",7331022,"49,699907","8,108869",140,112,733101022,55234,"Esselborn",3075,"2013-10-17","11YR00000001555H",10002992,7476254,7331,"Alzey-Worms",2431.30211382114,7476,733101,"Alzey-Land"
"152","E3025401WEA000000000HUNGERBERG001","Vestas Deutschland GmbH","Vestas V112",3075,"27.12.2013",7333010,"49,647127","8,041429",140,112,733304010,67295,"Bolanden",3075,"2013-12-27","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733304,"Kirchheimbolanden"
"153","E3025401WEA000000000HUNGERBERG004","Vestas Deutschland GmbH","Vestas V112",3075,"31.01.2014",7333062,"49,658403","8,048717",140,112,733304022,67294,"Gauersheim",3075,"2014-01-31","11YR00000001555H",10002992,6533594,7333,"Donnersbergkreis",2124.74601626016,6534,733304,"Kirchheimbolanden"
"154","E3025401WEA000000000HUNGERBERG005","Vestas Deutschland GmbH","Vestas V112",3075,"31.01.2014",7333022,"49,654588","8,045203",140,112,733304062,67294,"Rittersheim",3075,"2014-01-31","11YR00000001555H",10002992,6533594,7333,"Donnersbergkreis",2124.74601626016,6534,733304,"Kirchheimbolanden"
"155","E3025401WEA000000000HUNGERBERG006","Vestas Deutschland GmbH","Vestas V112",3075,"27.12.2013",7333022,"49,65165","8,04569",140,112,733304022,67294,"Gauersheim",3075,"2013-12-27","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733304,"Kirchheimbolanden"
"156","E3025401WEA000000000HUNGERBERG007","Vestas Deutschland GmbH","Vestas V112",3075,"10.12.2013",7333022,"49,648654","8,048865",140,112,733304022,67294,"Gauersheim",3075,"2013-12-10","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733304,"Kirchheimbolanden"
"157","E3025401WEA000000000HUNGERBERG008","Vestas Deutschland GmbH","Vestas V112",3075,"13.02.2014",7333022,"49,656694","8,053087",140,112,733304022,67294,"Gauersheim",3075,"2014-02-13","11YR00000001555H",10002992,6542109,7333,"Donnersbergkreis",2127.51512195122,6542,733304,"Kirchheimbolanden"
"158","E3025401WEA000000000HUNGERBERG009","Vestas Deutschland GmbH","Vestas V112",3075,"29.12.2013",7333022,"49,652515","8,053542",140,112,733304022,67294,"Gauersheim",3075,"2013-12-29","11YR00000001555H",10002992,6542119,7333,"Donnersbergkreis",2127.51837398374,6542,733304,"Kirchheimbolanden"
"159","E3025401WEA000000000HUNGERBERG010","Vestas Deutschland GmbH","Vestas V112",3075,"10.12.2013",7333022,"49,650669","8,057692",140,112,733304022,67294,"Gauersheim",3075,"2013-12-10","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733304,"Kirchheimbolanden"
"160","E3025401WEA000000000HUNGERBERG011","Vestas Deutschland GmbH","Vestas V126",3300,"28.11.2015",7333001,"49,646794","8,053501",137,126,733303001,67308,"Albisheim",3300,"2015-11-14",NA,10002992,7631998,7333,"Donnersbergkreis",2312.72666666667,7632,733303,"Göllheim"
"161","E3025401WEA000000000HUNGERBERG012","Vestas Deutschland GmbH","Vestas V112",3075,"18.11.2013",7333001,"49,648599","8,061971",140,112,733303001,67308,"Albisheim",3075,"2013-11-18","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733303,"Göllheim"
"162","E3025401WEA000000000HUNGERBERG013","Vestas Deutschland GmbH","Vestas V112",3075,"03.12.2013",7333001,"49,647921","8,068149",140,112,733303001,67308,"Albisheim (Pfrimm)",3075,"2013-12-03","11YR00000001555H",10002992,6542120,7333,"Donnersbergkreis",2127.51869918699,6542,733303,"Göllheim"
"163","E3025401WEA000000000LINDEN8288102","Nordex SE","N117/2400",2400,"09.12.2013",7335023,"49,343409","7,630362",91,117,733511023,66851,"Linden",2400,"2013-12-09","11YR00000001555H",10002992,5889459,7335,"Kaiserslautern",2453.94125,5889,733511,"Landstuhl"
"164","E3025401WEA000000000LINDEN8288201","Nordex SE","N117/2400",2400,"18.12.2013",7335023,"49,345461","7,626117",91,117,733511023,66851,"Linden",2400,"2013-12-18","11YR00000001555H",10002992,5889454,7335,"Kaiserslautern",2453.93916666667,5889,733511,"Landstuhl"
"165","E3025401WEA00000000BUBENHEIM00009","GE Wind Energy GmbH","GE2.5 120",2530,"23.07.2014",7333012,"49,625068","8,141915",139,120,733303012,67308,"Bubenheim",2530,"2014-07-23","11YR00000001555H",10002992,6367134,7333,"Donnersbergkreis",2516.65375494071,6367,733303,"Göllheim"
"166","E3025401WEA00000000BUBENHEIM00011","GE Wind Energy GmbH","GE2.5-120",2530,"23.07.2014",7333012,"49,619405","8,136297",139,120,733303012,67308,"Bubenheim",2530,"2014-07-23","11YR00000001555H",10002992,6367130,7333,"Donnersbergkreis",2516.65217391304,6367,733303,"Göllheim"
"167","E3025401WEA00000000KINDENHEIM0001","ENERCON GmbH","E-101",3050,"28.07.2014",7332029,"49,618512","8,142888",135.4,101,733207029,67271,"Kindenheim",3050,"2014-07-28","11YR00000001555H",10002992,6524247,7332,"Bad Dürkheim",2139.09737704918,6524,733207,"Leiningerland"
"168","E3025401WEA00000000KINDENHEIM0002","ENERCON GmbH","E-101",3050,"12.09.2014",7332029,"49,609493","8,134835",135.4,101,733207029,67271,"Kindenheim",3050,"2014-09-12","11YR00000001555H",10002992,6524243,7332,"Bad Dürkheim",2139.09606557377,6524,733207,"Leiningerland"
"169","E3025401WEA000000GALGENBERT010001","ENERCON GmbH","E-101",3050,"15.12.2014",7336087,"49,532692","7,59481",149,101,733608087,67753,"Rothselberg",3050,"2014-12-15","11YR00000001555H",10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"170","E3025401WEA000000GALGENBERT010002","ENERCON GmbH","E-101",3050,"23.12.2014",7336087,"49,532144","7,60005",149,101,733608087,67753,"Rothselberg",3050,"2014-12-23","11YR00000001555H",10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"171","E3025401WEA000000GALGENBERT010003","ENERCON GmbH","E-101",3050,"30.12.2014",7336087,"49,525607","7,601038",149,101,733608087,67753,"Rothselberg",3050,"2014-12-30","11YR00000001555H",10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"173","E3025401WEA000000GALGENBERT010005","ENERCON GmbH","Enercon E101",3050,"25.06.2015",7336053,"49,535218","7,608822",149,101,733608105,67752,"Wolfstein",3050,"2015-06-25",NA,10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"174","E3025401WEA000000GALGENBERT010006","ENERCON GmbH","E-101",3050,"21.05.2015",7336087,"49,530465","7,610062",149,101,733608105,67752,"Wolfstein",3050,"2015-05-21",NA,10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"175","E3025401WEA000000GALGENBERT010007","ENERCON GmbH","Enercon E101",3050,"28.07.2015",7336053,"49,538499","7,608618",149,101,733608105,67752,"Wolfstein",3050,"2015-07-28",NA,10002992,7493167,7336,"Kusel",2456.77606557377,7493,733608,"Lauterecken-Wolfstein"
"176","E3025401WEA000000GALGENBERT010008","ENERCON GmbH","E-101",3050,"04.08.2015",7336087,"49,541501","7,607648",149,101,733608105,67752,"Wolfstein",3050,"2015-08-04",NA,10002992,7493168,7336,"Kusel",2456.77639344262,7493,733608,"Lauterecken-Wolfstein"
"177","E3025401WEA000000UWOFFENBACH37501","GE Wind Energy GmbH","GE 2.5-120",2530,"03.09.2014",7337061,"49,175251","8,198576",139,120,733707061,76877,"Offenbach",2530,"2014-09-03","11YR00000001555H",10002992,6057058,7337,"Südliche Weinstraße",2394.09407114624,6057,733707,"Offenbach an der Queich"
"178","E3025401WEA000000UWOFFENBACH37502","GE Wind Energy GmbH","GE 2.5-120",2530,"19.08.2014",7337061,"49,175055","8,192418",139,120,733707061,76877,"Offenbach",2530,"2014-08-19","11YR00000001555H",10002992,6057058,7337,"Südliche Weinstraße",2394.09407114624,6057,733707,"Offenbach an der Queich"
"179","E3025401WEA000000UWOFFENBACH37503","GE Wind Energy GmbH","GE 2,5-120",2530,"03.09.2014",7337061,"49,17074","8,19419",139,120,733707061,76877,"Offenbach",2530,"2014-09-03","11YR00000001555H",10002992,6057058,7337,"Südliche Weinstraße",2394.09407114624,6057,733707,"Offenbach an der Queich"
"180","E3025401WEA000000UWOFFENBACH37504","GE Wind Energy GmbH","GE 2.5-120",2530,"03.09.2014",7337061,"49,17717","8,206942",139,120,733707061,76877,"Offenbach",2530,"2014-09-02","11YR00000001555H",10002992,6057058,7337,"Südliche Weinstraße",2394.09407114624,6057,733707,"Offenbach an der Queich"
"181","E3025401WEA000000UWOFFENBACH37505","GE Wind Energy GmbH","GE 2.5-120",2530,"14.08.2014",7337061,"49,174152","8,210159",139,120,733707061,76877,"Offenbach",2530,"2014-08-14","11YR00000001555H",10002992,6057058,7337,"Südliche Weinstraße",2394.09407114624,6057,733707,"Offenbach an der Queich"
"182","E3025401WEA000000UWOFFENBACH37506","GE Wind Energy GmbH","GE 2.5-120",2530,"27.08.2014",7337061,"49,171299","8,212633",139,120,733707061,76877,"Offenbach",2530,"2014-08-27","11YR00000001555H",10002992,6057057,7337,"Südliche Weinstraße",2394.09367588933,6057,733707,"Offenbach an der Queich"
"183","E3025401WEA0004100033530000013176","Vestas Deutschland GmbH","V112",3075,"12.06.2015",7333026,"49,613604","8,122085",NA,112,733302038,67304,"Kerzenheim",3075,"2015-06-12",NA,10002992,6204808,7333,"Donnersbergkreis",2017.8237398374,6205,733302,"Eisenberg"
"184","E3025401WEA0004100033530000013177","Vestas Deutschland GmbH","V112",3075,"18.06.2015",7333026,"49,617282","8,12674",140,112,733302038,67304,"Kerzenheim",3075,"2015-06-17",NA,10002992,6204808,7333,"Donnersbergkreis",2017.8237398374,6205,733302,"Eisenberg"
"186","E3025401WEA0004100033550000013217","Vestas Deutschland GmbH","Vestas V126",3300,"02.09.2015",7333038,"49,584482","8,078446",137,126,733302038,67304,"Kerzenheim",3300,"2015-09-02",NA,10002992,8315479,7333,"Donnersbergkreis",2519.84212121212,8315,733302,"Eisenberg"
"187","E3025401WEA0004100033550000013218","Vestas Deutschland GmbH","Vestas V126",3300,"09.09.2015",7333038,"49,580551","8,081869",137,126,733302038,67304,"Kerzenheim",3300,"2015-09-09",NA,10002992,8315473,7333,"Donnersbergkreis",2519.8403030303,8315,733302,"Eisenberg"
"190","E3025401WEA0004100033660000013421","GE Wind Energy GmbH","GE 2.75-120",2750,"14.11.2014",7333012,"49,6295","8,1452",139,120,733303012,67308,"Bubenheim",2780,"2015-12-19",NA,10002992,6482586,7333,"Donnersbergkreis",2331.8654676259,6483,733303,"Göllheim"
"191","E3025401WEA0004100033660000013422","GE Wind Energy GmbH","GE 2.75-120",2750,"21.11.2014",7333012,"49,63294","8,14657",139,120,733303012,67308,"Bubenheim",2780,"2015-12-22",NA,10002992,6482583,7333,"Donnersbergkreis",2331.86438848921,6483,733303,"Göllheim"
"192","E3025401WEA0004100033710000013499","Vestas Deutschland GmbH","V112-3.0 MW",3075,"03.12.2015",7333076,"49,680895","8,106957",140,112,733304076,67294,"Stetten",3075,"2015-11-25",NA,10002992,6715217,7333,"Donnersbergkreis",2183.81040650407,6715,733304,"Kirchheimbolanden"
"193","E3025401WEA0004100033770000013556","Vestas Deutschland GmbH","V90",2000,"25.12.2015",7336055,"49,49355","7,360808",105,90,733610055,66869,"Kusel",2000,"2015-12-25",NA,10002992,3992794,7336,"Kusel",1996.397,3993,733610,"Kusel-Altenglan"
"195","E3025401WEA0004100033880000013861","Vestas Deutschland GmbH","V112-3.3MW",3300,"26.09.2016",7340022,"49,300234","7,627288",140,112,734006022,66989,"HÃ¶heinÃ¶d",3300,"2016-09-26",NA,10002992,6550331,7340,"Südwestpfalz",1984.94878787879,6550,734006,"Waldfischbach-Burgalben"
"197","E3025401WEA0004100033920000014067","Vestas Deutschland GmbH","V112",3300,"29.09.2016",7340016,"49,309454","7,64019",140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",NA,10002992,6832639,7340,"Südwestpfalz",2070.49666666667,6833,734006,"Waldfischbach-Burgalben"
"198","E3025401WEA0004100033920000014068","Vestas Deutschland GmbH","V112",3300,"29.09.2016",7340016,"49,306378","7,643787",140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",NA,10002992,6832639,7340,"Südwestpfalz",2070.49666666667,6833,734006,"Waldfischbach-Burgalben"
"199","E3025401WEA0004100033920000014069","Vestas Deutschland GmbH","V112",3300,"29.09.2016",7340016,"49,299569","7,648181",140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",NA,10002992,6832639,7340,"Südwestpfalz",2070.49666666667,6833,734006,"Waldfischbach-Burgalben"
"201","E3025401WEA0004100033920000015710","Vestas Deutschland GmbH","V112",3450,"20.09.2018",7340016,"49,305055","7,6514",140,112,734006016,66919,"Hermersberg",3450,"2018-09-20",NA,10002992,6930439,7340,"Südwestpfalz",2008.82289855072,6930,734006,"Waldfischbach-Burgalben"
"202","E3025401WEA0004100033940000014136","Vestas Deutschland GmbH","V 126",3300,"28.12.2016",7340017,"49,245321","7,584188",137,126,734004007,66978,"Donsieders",3300,"2016-12-28",NA,10002992,7856404,7340,"Südwestpfalz",2380.72848484848,7856,734004,"Rodalben"
